stock,quarter,sales,operatingProfit,netIncome,operatingMargin,netProfitMargin,PER,PBR,ROE
흥국화재,17년 6월,10780,636,482,5.90,4.47,7.63,0.59,0.08
흥국화재,17년 9월,10501,59,47,0.56,0.44,92.11,0.69,0.01
흥국화재,17년 12월,10784,242,215,2.24,1.99,16.21,0.55,0.03
흥국화재,18년 3월,10460,-47,-36,-0.44,-0.34,-111.78,0.66,-0.01
흥국화재,18년 6월,10748,242,185,2.25,1.72,22.97,0.67,0.03
흥국화재,18년 9월,9962,332,226,3.34,2.27,16.91,0.58,0.03
흥국화재,18년 12월,10401,100,130,0.96,1.25,23.61,0.45,0.02
흥국화재,19년 3월,10773,89,56,0.82,0.52,57.03,0.46,0.01
흥국화재,19년 6월,10903,294,232,2.69,2.13,12.42,0.40,0.03
흥국화재,19년 9월,10929,123,91,1.13,0.83,22.98,0.28,0.01
흥국화재,19년 12월,10077,-62,5,-0.61,0.05,386.32,0.28,0
흥국화재,20년 3월,11474,-85,-63,-0.74,-0.55,-23.33,0.21,-0.01
흥국화재,20년 6월,10718,237,198,2.21,1.85,7.34,0.20,0.03
흥아해운,09년 9월,1318,-7,-112,-0.56,-8.51,-4.66,0.44,-0.09
흥아해운,09년 12월,-,-,-,-,-,-,0.42,-
흥아해운,10년 3월,1365,67,8,4.91,0.59,81.14,0.54,0.01
흥아해운,10년 6월,1470,41,46,2.77,3.15,14.95,0.54,0.04
흥아해운,10년 9월,1543,56,-32,3.62,-2.08,-25.72,0.68,-0.03
흥아해운,10년 12월,-,-,-,-,-,-,0.67,-
흥아해운,11년 3월,1494,-34,-39,-2.25,-2.60,-21.26,0.65,-0.03
흥아해운,11년 6월,1665,-27,-86,-1.64,-5.18,-7.29,0.54,-0.07
흥아해운,11년 9월,1695,-33,-60,-1.93,-3.53,-8.19,0.43,-0.05
흥아해운,11년 12월,-,-,-,-,-,-,0.46,-
흥아해운,12년 3월,1663,-26,-50,-1.57,-2.98,-12.38,-,-
흥아해운,12년 6월,1894,148,109,7.79,5.76,5.30,-,-
흥아해운,12년 9월,1879,134,40,7.15,2.14,18.27,-,-
흥아해운,12년 12월,1829,86,64,4.69,3.49,10.64,0.54,-
흥아해운,13년 3월,1698,20,57,1.18,3.36,16.76,0.73,0.04
흥아해운,13년 6월,1953,94,123,4.79,6.31,9.91,0.81,0.09
흥아해운,13년 9월,2021,57,-11,2.83,-0.53,-128.89,0.95,-0.01
흥아해운,13년 12월,2027,23,12,1.12,0.59,91.55,0.70,0.01
흥아해운,15년 9월,2122,22,52,1.04,2.47,35.28,1.03,0.03
흥아해운,15년 12월,2137,55,-24,2.59,-1.13,-67.81,0.93,-0.01
흥아해운,16년 3월,2087,23,-49,1.10,-2.34,-25.90,0.76,-0.03
흥아해운,16년 6월,2095,28,-26,1.35,-1.26,-47.45,0.74,-0.02
흥아해운,16년 9월,2007,-38,-211,-1.87,-10.49,-9.54,1.28,-0.13
흥아해운,16년 12월,2128,45,114,2.12,5.37,12.77,0.87,0.07
흥아해운,17년 3월,1962,-62,-303,-3.15,-15.47,-7.49,1.43,-0.17
흥아해운,17년 6월,2113,30,-6,1.43,-0.28,-340.25,1.28,0
흥아해운,17년 9월,2149,-12,-106,-0.55,-4.93,-13.84,1,-0.07
흥아해운,17년 12월,2139,-87,-320,-4.08,-14.94,-3.29,0.89,-0.24
흥아해운,18년 3월,1959,-112,-225,-5.71,-11.47,-4.73,0.97,-0.19
흥아해운,18년 6월,1933,-37,-122,-1.94,-6.32,-9.15,1.11,-0.11
흥아해운,18년 9월,1789,-111,-143,-6.18,-8.01,-6.53,1.08,-0.15
흥아해운,18년 12월,1858,-116,-375,-6.25,-20.20,-1.88,0.96,-0.47
흥아해운,19년 3월,1772,-66,-38,-3.72,-2.15,-12.29,0.70,-0.05
흥아해운,19년 6월,1644,-210,-248,-12.76,-15.08,-2.12,1.35,-0.45
흥아해운,19년 9월,1827,-115,-108,-6.28,-5.89,-3.96,1.56,-0.30
흥아해운,19년 12월,-4221,259,-120,-6.13,2.84,-4.18,1.73,-0.41
흥아해운,20년 3월,262,-69,-25,-26.35,-9.35,-12.09,1.05,-0.08
흥아해운,20년 6월,221,39,-16,17.75,-7.34,-4.15,0.28,-0.06
3S,09년 9월,19,-11,-5,-54.18,-27.39,-41.19,1.90,-0.04
3S,09년 12월,41,2,-2,5.76,-5.91,-140.93,2.88,-0.02
3S,10년 3월,33,-4,-10,-12.83,-31.26,-51.62,4.74,-0.09
3S,10년 6월,48,6,6,12.24,11.96,77.54,3.24,0.05
3S,10년 9월,70,8,3,11.01,4.23,164.40,3.26,0.02
3S,10년 12월,75,6,2,8.39,2.54,543.29,6.72,0.01
3S,11년 3월,60,7,3,11.72,4.66,547.08,9.38,0.02
3S,11년 6월,63,10,3,15.33,5.48,426.15,6.43,0.02
3S,11년 9월,75,8,10,11.29,12.83,367.30,13.13,0.04
3S,11년 12월,82,9,3,11.18,3.32,"3,614.10",33.04,0.01
3S,12년 3월,-,-,-,-,-,-,27.12,-
3S,12년 6월,63,4,1,6.31,1.91,"5,565.30",-,-
3S,12년 9월,96,5,2,4.79,1.66,"2,533.09",-,-
3S,12년 12월,86,5,0,6.15,-0.20,"-17,263.30",-,-
3S,13년 3월,77,5,4,6.12,5.67,809.74,7.44,-
3S,13년 6월,63,4,1,5.75,2.18,"1,840.27",5.25,0
3S,13년 9월,73,-2,-6,-3.06,-7.98,-392.92,4.82,-0.01
3S,13년 12월,66,-11,-16,-16.36,-23.81,-115.52,3.97,-0.03
3S,15년 9월,69,4,6,6.48,8.59,182.81,2.80,0.02
3S,15년 12월,45,6,-33,13.18,-73.80,-28.98,2.69,-0.09
3S,16년 3월,68,0,-9,-0.21,-13.21,-108.32,2.82,-0.03
3S,16년 6월,73,1,-3,0.77,-3.79,-541.63,4.13,-0.01
3S,16년 9월,65,-12,-18,-18.70,-28.16,-73.60,3.90,-0.05
3S,16년 12월,74,-8,-5,-10.41,-6.66,-238.69,3.33,-0.01
3S,17년 3월,53,-5,-62,-9.22,-116.83,-16.63,3.53,-0.19
3S,17년 6월,89,-4,-5,-4.39,-6.14,-178.89,3.40,-0.02
3S,17년 9월,72,-5,-8,-7.32,-11.36,-98.35,2.89,-0.03
3S,17년 12월,92,12,4,12.70,4.19,200.51,2.75,0.01
3S,18년 3월,63,1,-5,1.23,-7.29,-209.64,3.15,-0.02
3S,18년 6월,75,-12,-12,-16.26,-15.57,-107.42,4.03,-0.04
3S,18년 9월,67,-2,-5,-3.37,-6.86,-256.61,3.84,-0.01
3S,18년 12월,89,13,12,14.37,13.63,81.40,3.06,0.04
3S,19년 3월,126,18,18,14.60,14.59,57.84,3.11,0.06
3S,19년 6월,75,8,8,11.37,10.60,149.55,3.37,0.02
3S,19년 9월,49,-2,-3,-3.47,-5.76,-574.38,4.69,-0.01
3S,19년 12월,52,5,3,9.86,6.51,374.54,3.59,0.01
3S,20년 3월,50,-7,-19,-14.42,-38.49,-43.51,2.51,-0.06
3S,20년 6월,43,-3,-5,-8.20,-10.95,-232.02,3.30,-0.01
APS홀딩스,09년 9월,155,-19,-38,-11.93,-24.24,-25.74,1.45,-0.06
APS홀딩스,09년 12월,363,35,45,9.68,12.47,19.50,1.22,0.07
APS홀딩스,10년 3월,372,12,10,3.25,2.79,120.12,1.70,0.02
APS홀딩스,10년 6월,360,7,7,2.06,1.87,245.50,2.23,0.01
APS홀딩스,10년 9월,344,3,2,0.79,0.50,821.79,1.83,0
APS홀딩스,10년 12월,-,-,-,-,-,-,-,-
APS홀딩스,11년 3월,424,-3,7,-0.75,1.54,433.08,3.88,0.01
APS홀딩스,11년 6월,586,72,48,12.29,8.14,60.54,3.76,0.06
APS홀딩스,11년 9월,527,51,23,9.72,4.30,111.69,3.21,0.03
APS홀딩스,11년 12월,-,-,-,-,-,-,3.44,-
APS홀딩스,12년 3월,619,99,72,15.98,11.59,39.02,-,-
APS홀딩스,12년 6월,437,10,9,2.36,1.96,327.08,-,-
APS홀딩스,12년 9월,521,2,-11,0.41,-2.23,-190.33,-,-
APS홀딩스,12년 12월,598,19,47,3.21,7.56,33.27,1.77,-
APS홀딩스,13년 3월,819,82,63,9.97,7.72,38.51,2.55,0.07
APS홀딩스,13년 6월,763,72,77,9.45,10,33.21,2.34,0.08
APS홀딩스,13년 9월,496,13,18,2.57,3.60,135.56,2.23,0.02
APS홀딩스,13년 12월,463,-6,-7,-1.33,-1.10,-315.44,2.12,-0.01
APS홀딩스,15년 9월,908,46,27,5.08,2.91,99.72,2.30,0.03
APS홀딩스,15년 12월,598,1,13,0.12,1.02,355.89,3.80,0.01
APS홀딩스,16년 3월,443,-63,-21,-14.29,-5.08,-334.26,5.18,-0.02
APS홀딩스,16년 6월,1038,19,-1,1.78,-0.31,"-5,173.60",4.91,0
APS홀딩스,16년 9월,1292,112,40,8.70,2.97,236.74,5.35,0.03
APS홀딩스,16년 12월,2777,255,253,9.19,9.44,50.24,5.72,0.13
APS홀딩스,17년 3월,260,11,6820,4.38,"2,627.29",1.43,2.65,3.47
AP시스템,17년 3월,1264,126,92,9.99,7.28,-,0,-
AP시스템,17년 6월,3843,297,232,7.74,6.03,32.52,7.38,0.26
AP시스템,17년 9월,2454,21,6,0.85,0.22,"1,111.28",5.96,0.01
AP시스템,17년 12월,2064,-183,-138,-8.85,-6.69,-38.82,5.99,-0.14
AP시스템,18년 3월,1473,106,82,7.17,5.60,52.36,4.62,0.09
AP시스템,18년 6월,1852,92,40,4.99,2.15,80.78,3.36,0.04
AP시스템,18년 9월,2195,192,130,8.77,5.91,30.53,3.67,0.13
AP시스템,18년 12월,1623,67,0,4.14,0.03,"7,299.79",3.09,0
AP시스템,19년 3월,872,32,4,3.70,0.47,"1,029.14",4.02,0
AP시스템,19년 6월,1448,109,56,7.50,3.88,71.10,3.59,0.05
AP시스템,19년 9월,656,31,14,4.80,2.13,317.11,3.90,0.01
AP시스템,19년 12월,1645,112,20,6.81,1.23,253.81,4.47,0.02
AP시스템,20년 3월,1211,79,82,6.56,6.78,45.60,3.05,0.07
AP시스템,20년 6월,1285,88,47,6.86,3.63,76.37,2.80,0.04
AP위성,15년 9월,62,16,21,25.20,34.10,-,0,0.06
AP위성,15년 12월,93,14,10,14.81,11.17,-,0,0.03
AP위성,16년 3월,22,-12,-14,-52.52,-61.29,-78.07,1.87,-0.03
AP위성,16년 6월,89,20,22,22.30,24.73,42.72,1.35,0.03
AP위성,16년 9월,21,-8,-21,-39.98,-101.16,-61.02,1.93,-0.03
AP위성,16년 12월,116,16,72,14.10,62.14,17.42,1.49,0.10
AP위성,17년 3월,36,-13,-35,-35.52,-96.45,-37.79,1.58,-0.04
AP위성,17년 6월,43,-7,10,-15.60,24.22,120.48,1.47,0.01
AP위성,17년 9월,79,8,13,10.54,16.19,94,1.39,0.02
AP위성,17년 12월,142,39,13,27.18,8.90,101.44,1.45,0.02
AP위성,18년 3월,61,-12,-13,-19.65,-20.87,-96.71,1.41,-0.02
AP위성,18년 6월,120,7,19,6.02,16.28,55.30,1.21,0.02
AP위성,18년 9월,74,3,2,4.26,2.59,663.73,1.43,0
AP위성,18년 12월,174,10,-15,5.97,-8.85,-62.73,1.11,-0.02
AP위성,19년 3월,111,2,6,1.98,5.29,177.35,1.19,0.01
AP위성,19년 6월,67,0,4,0.58,6.16,250.45,1.18,0.01
AP위성,19년 9월,54,-1,6,-1.40,10.18,184.46,1.15,0.01
AP위성,19년 12월,224,69,-8,31.05,-3.76,-125.48,1.20,-0.01
AP위성,20년 3월,73,0,11,0.15,15.37,75.26,0.95,0.01
AP위성,20년 6월,110,2,0.02,2.03,0.02,"49,095.91",1.40,0
CJ ENM,09년 9월,1627,296,250,18.19,15.39,33.87,1.52,0.05
CJ ENM,09년 12월,-,-,-,-,-,-,1.41,-
CJ ENM,10년 3월,1642,301,247,18.32,15.02,30.31,1.26,0.04
CJ ENM,10년 6월,1719,301,218,17.52,12.66,47.09,1.67,0.04
CJ ENM,10년 9월,1701,277,229,16.26,13.47,107.34,4.30,0.05
CJ ENM,10년 12월,-,-,-,-,-,-,3.98,-
CJ ENM,11년 3월,1997,349,250,17.49,12.51,58.66,3.96,0.07
CJ ENM,11년 6월,2167,332,238,15.33,10.98,60.18,4.51,0.07
CJ ENM,11년 9월,2122,322,208,15.16,9.78,78.77,4.67,0.06
CJ ENM,11년 12월,-,-,-,-,-,-,3.20,-
CJ ENM,12년 3월,4172,564,313,13.52,8.21,51.45,-,-
CJ ENM,12년 6월,4633,645,341,13.92,8.87,32.64,-,-
CJ ENM,12년 9월,5158,683,610,13.25,13.44,24.22,-,-
CJ ENM,12년 12월,5957,714,335,11.98,7.20,51.34,2.84,-
CJ ENM,13년 3월,5682,616,324,10.84,6.81,57.19,2.91,0.05
CJ ENM,13년 6월,6093,591,320,9.70,6.45,66.90,2.93,0.05
CJ ENM,13년 9월,6127,637,330,10.40,7.03,65.89,2.88,0.05
CJ ENM,13년 12월,7232,738,374,10.20,6.29,68.89,3.28,0.05
CJ ENM,15년 9월,5531,499,178,9.02,4.67,64.63,1.25,0.02
CJ ENM,15년 12월,5877,510,173,8.67,3.59,68.52,1.26,0.02
CJ ENM,16년 3월,5440,591,327,10.86,7.60,37.64,1.28,0.04
CJ ENM,16년 6월,5549,544,244,9.80,5.60,44.72,1.12,0.03
CJ ENM,16년 9월,5402,485,265,8.97,6.28,37.80,1,0.03
CJ ENM,16년 12월,5695,170,-601,2.98,-12.95,-16.84,1.07,-0.06
CJ ENM,17년 3월,5464,535,288,9.79,6.07,45.19,1.37,0.03
CJ ENM,17년 6월,5634,647,327,11.49,6.27,36.41,1.20,0.03
CJ ENM,17년 9월,5407,492,241,9.09,4.89,51.05,1.21,0.02
CJ ENM,17년 12월,6096,571,453,9.37,7.97,31.71,1.35,0.05
CJ ENM,18년 3월,5647,555,594,9.82,11.11,23.38,1.25,0.06
CJ ENM,18년 6월,5852,496,239,8.48,4.73,72.09,1.16,0.02
CJ ENM,18년 9월,10786,765,420,7.10,5.03,129.57,1.77,0.02
CJ ENM,18년 12월,11982,694,373,5.79,3.30,118.56,1.43,0.01
CJ ENM,19년 3월,11048,921,425,8.34,4.43,120.17,1.62,0.02
CJ ENM,19년 6월,12604,968,632,7.68,5.22,61.40,1.21,0.02
CJ ENM,19년 9월,11531,641,290,5.56,2.68,128.14,1.14,0.01
CJ ENM,19년 12월,2714,164,-305,6.03,-32.08,-114.85,1.06,-0.01
CJ ENM,20년 3월,8108,397,269,4.90,3.72,84.94,0.69,0.01
CJ ENM,20년 6월,8375,734,339,8.76,4.71,71.31,0.69,0.01
CJ프레시웨이,09년 9월,1902,28,31,1.45,1.64,36.36,1.29,0.04
CJ프레시웨이,09년 12월,-,-,-,-,-,-,1.72,-
CJ프레시웨이,10년 3월,1903,8,11,0.41,0.58,126.67,1.57,0.01
CJ프레시웨이,10년 6월,2111,24,28,1.12,1.31,45.11,1.35,0.03
CJ프레시웨이,10년 9월,2312,15,12,0.64,0.50,85.49,1.06,0.01
CJ프레시웨이,10년 12월,-,-,-,-,-,-,1.29,-
CJ프레시웨이,11년 3월,3621,40,27,1.09,0.74,66.63,1.83,0.03
CJ프레시웨이,11년 6월,3379,73,43,2.16,1.27,43.70,1.82,0.05
CJ프레시웨이,11년 9월,3860,58,39,1.50,1.01,57.40,2.10,0.04
CJ프레시웨이,11년 12월,-,-,-,-,-,-,2.44,-
CJ프레시웨이,12년 3월,4447,35,21,0.78,0.47,129.79,-,-
CJ프레시웨이,12년 6월,4553,93,56,2.05,1.22,43.06,-,-
CJ프레시웨이,12년 9월,4800,60,30,1.25,0.62,112.11,-,-
CJ프레시웨이,12년 12월,4929,79,11,1.61,0.21,376.13,2.82,-
CJ프레시웨이,13년 3월,4828,28,2,0.58,0.05,"2,597.80",2.98,0
CJ프레시웨이,13년 6월,4736,31,-18,0.66,-0.38,-200.37,1.81,-0.01
CJ프레시웨이,13년 9월,4597,-2,-29,-0.03,-0.63,-113.16,1.69,-0.01
CJ프레시웨이,13년 12월,4608,27,-95,0.59,-2.08,-33.56,1.74,-0.05
CJ프레시웨이,15년 9월,5409,102,36,1.89,0.51,255.23,4.50,0.02
CJ프레시웨이,15년 12월,5465,60,-13,1.11,-0.63,-743.12,4.78,-0.01
CJ프레시웨이,16년 3월,5358,32,7,0.60,0.07,985.94,3.36,0
CJ프레시웨이,16년 6월,5970,91,31,1.52,0.48,178.84,2.70,0.02
CJ프레시웨이,16년 9월,6065,83,13,1.36,0.21,397.07,2.55,0.01
CJ프레시웨이,16년 12월,5886,5,-98,0.08,-1.75,-47.26,2.43,-0.05
CJ프레시웨이,17년 3월,5948,45,0,0.75,0.10,"-8,601.28",2.10,0
CJ프레시웨이,17년 6월,6346,140,63,2.21,1.10,78.84,2.58,0.03
CJ프레시웨이,17년 9월,6620,149,-82,2.25,-1.09,-52.86,2.35,-0.04
CJ프레시웨이,17년 12월,6129,105,4,1.72,0.15,"1,164.22",2.62,0
CJ프레시웨이,18년 3월,6758,60,10,0.89,0.26,430.48,2.39,0.01
CJ프레시웨이,18년 6월,7286,138,24,1.89,0.45,159.70,2.18,0.01
CJ프레시웨이,18년 9월,7043,133,41,1.88,0.71,89.48,1.91,0.02
CJ프레시웨이,18년 12월,7193,176,62,2.45,0.93,50.94,1.61,0.03
CJ프레시웨이,19년 3월,7477,66,-20,0.88,-0.21,-197.08,2.07,-0.01
CJ프레시웨이,19년 6월,7565,193,70,2.56,1.02,51.37,1.83,0.04
CJ프레시웨이,19년 9월,7700,176,14,2.29,0.16,230.98,1.67,0.01
CJ프레시웨이,19년 12월,7808,145,-13,1.86,0.28,-265.69,1.69,-0.01
CJ프레시웨이,20년 3월,6025,-126,-195,-2.09,-3.32,-9.44,1.03,-0.10
CJ프레시웨이,20년 6월,6245,27,-24,0.43,-0.43,-76.20,1.03,-0.01
CMG제약,09년 9월,35,-18,-20,-51.42,-58.26,-26.34,2.85,-0.11
CMG제약,09년 12월,18,-19,-104,-105.53,-569.41,-2.29,2.62,-0.74
CMG제약,10년 3월,31,-13,-17,-40.71,-52.81,-7.09,1.51,-0.19
CMG제약,10년 6월,23,-22,-26,-97.03,-113.27,-4.49,1.90,-0.37
CMG제약,10년 9월,26,-2,0,-9.14,1.09,544.01,2.18,0
CMG제약,10년 12월,34,-37,-35,-111.19,-102.71,-9.16,1.94,-0.28
CMG제약,11년 3월,36,0,1,0.51,2.16,523.63,2.11,0
CMG제약,11년 6월,47,-3,5,-6.59,9.99,66.27,1.58,0.02
CMG제약,11년 9월,40,0.01,0,0.03,0.62,"1,875.54",2.31,0
CMG제약,11년 12월,-,-,-,-,-,-,1.94,-
CMG제약,12년 3월,39,0,-0.08,1.08,-0.19,"-4,939.55",-,-
CMG제약,12년 6월,42,-16,-24,-39.02,-56.26,-14.70,-,-
CMG제약,12년 9월,41,-4,-7,-9.43,-18.43,-68.61,-,-
CMG제약,12년 12월,39,-12,-35,-30.22,-91.32,-21.83,2.83,-
CMG제약,13년 3월,51,2,1,4.32,2.71,865.21,3.75,0
CMG제약,13년 6월,54,5,3,8.63,5.51,313.45,2.92,0.01
CMG제약,13년 9월,47,4,1,7.43,2.28,884.19,2.53,0
CMG제약,13년 12월,52,-2,-2,-4.68,-4.71,-334.75,1.68,-0.01
CMG제약,15년 9월,71,-4,-2,-6.13,-2.88,"-1,187.36",4.86,0
CMG제약,15년 12월,74,-16,-29,-22.22,-39.52,-64.71,4.05,-0.06
CMG제약,16년 3월,75,2,2,2.18,2.70,"1,441.50",6.24,0
CMG제약,16년 6월,83,3,3,3.37,4.01,"1,657.19",11.44,0.01
CMG제약,16년 9월,83,6,6,7.15,6.77,670.04,7.70,0.01
CMG제약,16년 12월,89,7,6,7.85,7.12,516.44,3.42,0.01
CMG제약,17년 3월,94,3,5,3.14,4.82,832.30,3.70,0
CMG제약,17년 6월,103,10,12,9.42,11.54,302.90,3.49,0.01
CMG제약,17년 9월,112,8,9,7.51,8.06,403.04,3.49,0.01
CMG제약,17년 12월,107,2,-27,2.11,-25.37,-249.47,6.72,-0.03
CMG제약,18년 3월,116,7,10,5.69,8.33,765.10,7.21,0.01
CMG제약,18년 6월,125,7,14,5.32,11.40,352.72,5.03,0.01
CMG제약,18년 9월,123,5,-4,3.75,-3.10,"-1,644.36",6.28,0
CMG제약,18년 12월,134,8,41,5.82,30.19,113.70,4.43,0.04
CMG제약,19년 3월,131,4,5,2.80,4.01,968.49,4.88,0.01
CMG제약,19년 6월,144,6,11,4.41,7.89,332.10,3.58,0.01
CMG제약,19년 9월,150,6,10,4.04,6.92,345.15,2.12,0.01
CMG제약,19년 12월,160,10,3,6.19,2.16,"1,705.55",3.28,0
CMG제약,20년 3월,145,2,12,1.53,8.38,419.17,2.81,0.01
CMG제약,20년 6월,159,5,9,2.83,5.55,623.83,3.02,0
CNH,09년 9월,192,5,13,2.66,6.71,41.37,0.43,0.01
CNH,09년 12월,-,-,-,-,-,-,0.38,-
CNH,10년 3월,27,11,7,41.33,26.43,63.71,0.36,0.01
CNH,10년 6월,31,-9,1,-28.56,3.37,425.75,0.35,0
CNH,10년 9월,26,5,-6,19.06,-21.45,-74.76,0.33,-0.01
CNH,10년 12월,0,-,-,-,-,-,0.35,-
CNH,11년 3월,20,4,1,19.84,4.41,507.97,0.36,0
CNH,11년 6월,28,9,0,33.23,1.47,"1,064.32",0.36,0
CNH,11년 9월,30,12,4,38.88,13.79,108.29,0.37,0
CNH,11년 12월,0,-,-,-,-,-,0.44,-
CNH,12년 3월,303,-31,-34,-10.16,-11.28,-16.13,-,-
CNH,12년 6월,354,-63,-57,-17.68,-16.54,-8.35,-,-
CNH,12년 9월,335,-30,-28,-9.08,-8.44,-20.39,-,-
CNH,12년 12월,316,22,22,6.91,7.18,21.74,0.47,-
CNH,13년 3월,397,-11,-13,-2.83,-3.18,-41.48,0.54,-0.01
CNH,13년 6월,493,15,14,2.94,2.84,34.13,0.49,0.02
CNH,13년 9월,478,15,10,3.23,2.09,44.55,0.45,0.01
CNH,13년 12월,600,93,61,15.41,10,7.61,0.43,0.07
CNH,15년 9월,444,-57,-54,-12.94,-12.12,-11.85,0.63,-0.06
CNH,15년 12월,-631,-11,-5,1.69,0.60,-109.37,0.56,-0.01
CNH,16년 3월,481,-75,-62,-15.59,-12.81,-8.88,0.59,-0.07
CNH,16년 6월,-65,64,57,-98.20,-86.94,8.98,0.51,0.06
CNH,16년 9월,188,43,32,22.90,16.92,17.80,0.55,0.03
CNH,16년 12월,180,15,5,8.58,2.53,122.79,0.54,0
CNH,17년 3월,165,12,12,7.23,7.09,46.81,0.53,0.01
CNH,17년 6월,163,5,6,3.02,3.65,105.92,0.61,0.01
CNH,17년 9월,113,-8,-4,-6.83,-3.10,-151.42,0.53,0
CNH,17년 12월,116,4,15,3.10,12.74,33.18,0.48,0.01
CNH,18년 3월,140,-19,-17,-13.68,-11.85,-31.47,0.54,-0.02
CNH,18년 6월,181,51,41,28.35,22.41,12.31,0.51,0.04
CNH,18년 9월,252,98,74,38.80,29.47,7.25,0.52,0.07
CNH,18년 12월,-,-,-,-,-,-,-,-
CNH,19년 3월,218,73,56,33.23,25.87,8.93,0.48,-
CNH,19년 6월,333,29,37,8.62,11.49,15.90,0.53,0.04
CNH,19년 9월,485,46,27,9.56,6.03,20.21,0.52,0.03
CNH,19년 12월,642,63,33,9.84,5.43,21.23,0.66,0.03
CNH,20년 3월,580,-110,-97,-18.92,-15.91,-5.23,0.52,-0.10
CNH,20년 6월,620,120,78,19.34,13.02,6.69,0.49,0.08
CS,09년 9월,132,4,15,2.82,11.50,22.13,0.69,0.04
CS,09년 12월,-,-,-,-,-,-,0.88,-
CS,10년 3월,59,-13,-9,-21.52,-15.86,-56,1.17,-0.02
CS,10년 6월,148,4,3,2.36,2.35,99.66,0.76,0.01
CS,10년 9월,195,24,25,12.35,12.55,24.49,1.17,0.06
CS,10년 12월,-,-,-,-,-,-,1.67,-
CS,11년 3월,85,-17,7,-20.45,8.11,120.01,1.82,0.02
CS,11년 6월,133,-15,-13,-11.46,-9.77,-45.52,1.30,-0.03
CS,11년 9월,115,-23,-25,-19.62,-22.05,-23.61,1.40,-0.06
CS,11년 12월,-,-,-,-,-,-,2.83,-
CS,12년 3월,163,-15,-28,-9.10,-10.81,-30.87,-,-
CS,12년 6월,282,3,-3,1.07,2.91,-310.98,-,-
CS,12년 9월,184,17,10,8.96,10.46,76.30,-,-
CS,12년 12월,192,-11,-32,-5.80,-17.11,-16.49,1.51,-
CS,13년 3월,145,-33,-25,-22.92,-20.91,-21.02,1.69,-0.08
CS,13년 6월,123,-40,-27,-32.60,-27.54,-15.19,1.47,-0.10
CS,13년 9월,132,-40,-41,-30.49,-31.82,-9.47,1.61,-0.18
CS,13년 12월,123,15,-60,12.28,-49.64,-4.97,1.54,-0.31
CS,15년 9월,159,-13,-14,-8.41,-9.11,-19.52,1.32,-0.07
CS,15년 12월,63,-4,-87,-6.19,-138.62,-3.66,2.90,-0.61
CS,16년 3월,101,-16,-27,-15.89,-26.99,-7.84,3.01,-0.33
CS,16년 6월,66,-22,-75,-33.15,-113.77,-3.36,5.34,-1.23
CS,16년 9월,115,-7,-10,-6.48,-8.92,-36.43,5.91,-0.17
CS,16년 12월,203,42,34,20.65,16.69,10.83,2.07,0.26
CS,17년 3월,80,-6,-8,-6.92,-9.42,-48.79,1.93,-0.04
CS,17년 6월,95,-4,-6,-4.15,-6.64,-47.59,1.64,-0.03
CS,17년 9월,108,6,4,5.43,3.69,65.51,1.38,0.02
CS,17년 12월,151,22,20,14.79,13.20,17.10,1.80,0.11
CS,18년 3월,33,-12,8,-37.84,24.58,49.27,2.02,0.04
CS,18년 6월,154,4,6,2.75,3.67,81.06,2.26,0.03
CS,18년 9월,205,19,19,9.40,9.29,23.03,1.97,0.09
CS,18년 12월,195,12,8,6.03,4.19,43.19,1.57,0.04
CS,19년 3월,50,-7,-6,-14.84,-11.64,-72.60,1.92,-0.03
CS,19년 6월,103,-1,0,-0.90,0.31,"1,559.32",2.83,0
CS,19년 9월,94,-1,2,-0.76,1.58,412.03,2.87,0.01
CS,19년 12월,75,-0.06,-1,-0.08,-1.75,-397.15,2.40,-0.01
CS,20년 3월,59,-6,-4,-9.67,-7.29,-76.21,1.54,-0.02
CS,20년 6월,127,2,2,1.60,1.93,176.67,1.99,0.01
CSA 코스믹,09년 9월,91,0,-1,0.40,-0.81,-381.07,0.95,0
CSA 코스믹,09년 12월,99,5,-74,4.65,-74.78,-3.07,1.02,-0.28
CSA 코스믹,10년 3월,46,-12,-13,-25.88,-28.03,-22.24,1.37,-0.06
CSA 코스믹,10년 6월,107,3,0,2.50,0.44,476.99,1.06,0
CSA 코스믹,10년 9월,59,-16,-16,-27.25,-26.58,-13.86,1.12,-0.08
CSA 코스믹,10년 12월,92,-8,-7,-8.45,-7.98,-26.18,1.02,-0.04
CSA 코스믹,11년 3월,56,-10,-11,-18.25,-20.17,-32.69,2.01,-0.06
CSA 코스믹,11년 6월,75,-15,-14,-19.34,-18.07,-18.29,1.46,-0.08
CSA 코스믹,11년 9월,79,-7,-8,-9.35,-10.25,-22.98,1.15,-0.05
CSA 코스믹,11년 12월,-,-,-,-,-,-,1.18,-
CSA 코스믹,12년 3월,81,-6,-9,-7.74,-10.78,-27.64,-,-
CSA 코스믹,12년 6월,101,2,-16,2.25,-16.20,-10.52,-,-
CSA 코스믹,12년 9월,67,-9,-11,-13.91,-16.25,-12.02,-,-
CSA 코스믹,12년 12월,71,-2,-48,-2.34,-69.92,-3.66,2.13,-
CSA 코스믹,13년 3월,56,-5,-6,-8.40,-12,-27.64,2.27,-0.08
CSA 코스믹,13년 6월,51,-6,-7,-10.83,-13.77,-24.10,2.02,-0.08
