title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg,debtRatio
아이원스,114810,반도체와 반도체 장비,False,13.89,11.5,1.44,4.25,-57.95,16.95,98.663
아이즈비전,031310,통신장비,False,-6.28,16.58,-0.56,-6.07,25.04,-127.97,39.776
아이진,185490,생물공학,False,151.39,29.47,-294.84,-688.98,-17.04,-67.3,148.605
아이컴포넌트,059100,디스플레이장비 및 부품,False,-18.48,0.55,4.01,-4.96,72.63,84.62,73.584
아이큐어,175250,화장품,False,30.71,25.83,-6.97,-29.3,-30.86,62.6,115.627
아이크래프트,052460,통신장비,False,-2.61,16.58,-4.36,-6.07,-68.03,-127.97,65.377
아이텍,119830,반도체와 반도체 장비,False,22.19,11.5,9.2,4.25,-100.87,16.95,89.705
아이톡시,052770,게임엔터테인먼트,False,-53.45,37.78,-406.8,-22.21,-10.85,31.52,66.946
아이티센,124500,IT서비스,False,77.96,9.32,1.61,-0.65,77,23.68,138.591
아이티엠반도체,084850,전자장비와 기기,False,32.67,9.52,6.49,0.39,77.51,39.58,61.628
아주IB투자,027360,창업투자,False,-12.21,22.75,19.05,3.1,25.2,27.81,
아즈텍WB,032080,"섬유, 의류, 신발, 호화품",False,-5.35,5.16,-5.86,-0.15,13.06,26.53,23.114
아진산업,013310,자동차부품,False,-4.49,1.38,3.77,-1.59,11.05,34.78,225.230
아진엑스텍,059120,반도체와 반도체 장비,False,5.49,11.5,14.26,4.25,14.03,16.95,11.112
아톤,158430,소프트웨어,False,,,,,,,27.888
아프리카TV,067160,양방향미디어와서비스,False,28.12,21.26,20.99,-21.71,21.09,105.03,87.660
안국약품,001540,제약,False,-3.61,11.49,3.95,-258.45,794.1,111.38,46.913
안랩,053800,소프트웨어,False,5.34,9.35,10.87,2.33,32.82,165.38,26.520
안트로젠,065660,제약,False,-5.38,11.49,-89.81,-258.45,-64.78,111.38,23.687
알로이스,297570,전자제품,False,75.09,0.89,15.7,-61.35,10.34,24.76,32.266
알리코제약,260660,제약,False,34,11.49,10.67,-258.45,11.55,111.38,66.589
알서포트,131370,소프트웨어,False,9.95,9.35,26.78,2.33,-184.91,165.38,26.713
알에스오토메이션,140670,기계,False,5.14,8.28,0.3,-8.39,463.52,-24.97,86.281
알에프세미,096610,핸드셋,False,-12.87,3.39,-18.79,-7.02,-6.76,102.62,105.661
알에프텍,061040,핸드셋,False,-4.04,3.39,4.42,-7.02,139.33,102.62,91.540
알엔투테크놀로지,148250,통신장비,False,20.31,16.58,12.18,-6.07,36.06,-127.97,59.517
알테오젠,196170,생물공학,False,62.25,29.47,5.39,-688.98,494.38,-67.3,22.470
알톤스포츠,123750,레저용 장비와 제품,False,-15.97,-0.98,-46.56,-7.84,9.83,-20.63,112.438
알티캐스트,085810,소프트웨어,False,-6.67,9.35,-11.33,2.33,-5.4,165.38,156.631
알파홀딩스,117670,반도체와 반도체 장비,False,8.91,11.5,-6.65,4.25,-5.26,16.95,118.886
압타머사이언스,291650,생물공학,False,48.35,29.47,-807.56,-688.98,-55.82,-67.3,
압타바이오,293780,제약,False,19.5,11.49,-1776.64,-258.45,-95.56,111.38,2.993
애니젠,196300,생물공학,False,14.54,29.47,-34.43,-688.98,-14.87,-67.3,104.973
애니플러스,310200,방송과엔터테인먼트,False,22.51,14.98,0.05,-19.87,-27.43,-34.19,18.984
액션스퀘어,205500,게임엔터테인먼트,False,13.83,37.78,-30.44,-22.21,-22.2,31.52,49.778
액토즈소프트,052790,게임엔터테인먼트,False,-4.69,37.78,35.03,-22.21,8.18,31.52,48.489
액트,131400,전자장비와 기기,False,-4.84,9.52,-11.13,0.39,-14.89,39.58,69.575
액트로,290740,핸드셋,False,47.41,3.39,2.82,-7.02,11.25,102.62,30.261
앤디포스,238090,핸드셋,False,6.02,3.39,6.31,-7.02,185.4,102.62,61.459
앤씨앤,092600,반도체와 반도체 장비,False,7,11.5,-15.14,4.25,-15.09,16.95,73.448
앱클론,174900,생물공학,False,66.39,29.47,-213.07,-688.98,-71.27,-67.3,32.760
야스,255440,디스플레이장비 및 부품,False,1.53,0.55,2.4,-4.96,15.22,84.62,42.069
양지사,030960,문구류,False,-1.34,1.35,-5.65,-1.2,1.36,4.44,30.982
어보브반도체,102120,반도체와 반도체 장비,False,7.11,11.5,15.52,4.25,9.06,16.95,22.265
얼라인드,238120,생명과학 도구 및 서비스,False,18.27,19.79,-9.43,-2011.32,751.39,48.37,17.421
에너토크,019990,기계,False,-3.37,8.28,-0.88,-8.39,46.51,-24.97,7.006
에버다임,041440,기계,False,-9.67,8.28,1.95,-8.39,24.02,-24.97,47.640
에스넷,038680,통신장비,False,14.8,16.58,-0.77,-6.07,-214.38,-127.97,119.497
에스디생명공학,217480,화장품,False,14.28,25.83,-8.53,-29.3,-6.72,62.6,42.641
에스디시스템,121890,전자장비와 기기,False,-15.65,9.52,3.14,0.39,-2.24,39.58,194.784
에스맥,097780,핸드셋,False,6.41,3.39,6.76,-7.02,31.47,102.62,48.236
에스모,073070,자동차부품,False,-14.76,1.38,-45.82,-1.59,-0.79,34.78,165.440
에스모 머티리얼즈,087730,반도체와 반도체 장비,False,-10.8,11.5,-62.86,4.25,-0.27,16.95,1064.291
에스씨디,042110,전기제품,False,9.15,17.99,0.96,2.76,29.63,143.11,38.215
에스씨엠생명과학,298060,제약,False,28.67,11.49,-29792.45,-258.45,-8.63,111.38,
에스아이리소스,065420,석유와 가스,False,-20.16,7.14,-35.26,-10.86,-5.25,-9.59,13.301
에스앤더블류,103230,조선,False,-5.14,-3.94,-4.86,-8.11,-8.86,-28.74,42.660
에스앤씨엔진그룹,900080,자동차부품,False,-13.73,1.38,-81.18,-1.59,-1.15,34.78,3.729
에스앤에스텍,101490,반도체와 반도체 장비,False,16.07,11.5,15.15,4.25,65.45,16.95,53.047
에스에너지,095910,에너지 장비 및 서비스,False,-10.69,33.72,3.17,-35.36,-30.6,-71.27,175.782
에스에스알,275630,소프트웨어,False,18.27,9.35,-21.83,2.33,20.66,165.38,13.949
에스에이엠티,031330,전자장비와 기기,False,4.51,9.52,2.95,0.39,6.05,39.58,19.898
에스에이티,060540,핸드셋,False,18.29,3.39,5.23,-7.02,9.53,102.62,52.283
에스에프에이,056190,기계,False,6.13,8.28,12.59,-8.39,11.06,-24.97,62.392
에스엔유,080000,디스플레이장비 및 부품,False,3.61,0.55,11.72,-4.96,14.62,84.62,31.683
에스엠,041510,방송과엔터테인먼트,False,23.42,14.98,7.36,-19.87,-106.37,-34.19,76.308
에스엠코어,007820,기계,False,36.47,8.28,0.27,-8.39,61.98,-24.97,36.017
에스와이,109610,건축자재,False,7.48,4.02,-2.94,0,-10.63,39.63,197.164
에스제이그룹,306040,"섬유, 의류, 신발, 호화품",False,40.72,5.16,14.95,-0.15,11.58,26.53,32.332
에스제이케이,080440,자동차부품,False,-31.63,1.38,-70.61,-1.59,-1.1,34.78,316.747
에스코넥,096630,핸드셋,False,-8.72,3.39,-16.71,-7.02,-5.46,102.62,77.369
에스텍,069510,전자장비와 기기,False,5.17,9.52,2.63,0.39,10.52,39.58,38.912
에스텍파마,041910,제약,False,2.32,11.49,12.82,-258.45,12.93,111.38,13.342
에스트래픽,234300,IT서비스,False,-3.57,9.32,-29.46,-0.65,-5.67,23.68,285.771
에스티아이,039440,반도체와 반도체 장비,False,20.91,11.5,5.86,4.25,16.26,16.95,58.293
에스티오,098660,"섬유, 의류, 신발, 호화품",False,-5.39,5.16,3.75,-0.15,19.51,26.53,94.073
에스티큐브,052020,전자장비와 기기,False,4.44,9.52,-49.61,0.39,-18.05,39.58,81.770
에스티팜,237690,제약,False,-22.5,11.49,-26.44,-258.45,-119.17,111.38,12.316
에스폴리텍,050760,화학,False,4.69,9.18,11.47,4.6,9,52.9,94.318
에스퓨얼셀,288620,전기제품,False,55.77,17.99,6.49,2.76,105.04,143.11,117.988
에스피시스템스,317830,기계,False,8.06,8.28,0.26,-8.39,-3521.56,-24.97,94.147
에스피지,058610,전기제품,False,27.44,17.99,3.54,2.76,19.12,143.11,110.121
에쎈테크,043340,기계,False,-10.82,8.28,0.6,-8.39,-138.91,-24.97,54.586
에이디칩스,054630,전자제품,False,-11.28,0.89,-14.25,-61.35,-4.76,24.76,42.338
에이디테크놀로지,200710,반도체와 반도체 장비,False,115.17,11.5,5.4,4.25,49.98,16.95,97.687
에이루트,096690,컴퓨터와 주변기기,False,-2.73,7.43,-2.33,-12.44,-100.88,-50.84,112.510
에이비엘바이오,298380,생물공학,False,,,,,,,8.253
에이비프로바이오,195990,기계,False,-13.61,8.28,-168.02,-8.39,-14.94,-24.97,44.331
에이스침대,003800,가구,False,10.86,27.33,15.67,4.89,11.24,21.8,10.921
에이스테크,088800,통신장비,False,5.53,16.58,-19.52,-6.07,-19.89,-127.97,326.849
에이스토리,241840,방송과엔터테인먼트,False,1.11,14.98,-66.41,-19.87,-10.5,-34.19,4.257
에이씨티,138360,화장품,False,-8.13,25.83,-12.1,-29.3,47.94,62.6,16.524
에이아이비트,039230,디스플레이장비 및 부품,False,1.97,0.55,1.95,-4.96,-2.31,84.62,34.869
에이에프더블류,312610,전기제품,False,25.82,17.99,8.38,2.76,47.52,143.11,7.788
에이치시티,072990,전자장비와 기기,False,18.86,9.52,16.33,0.39,11.81,39.58,51.677
에이치엔티,176440,핸드셋,False,6.32,3.39,-14,-7.02,-146.54,102.62,100.664
에이치엘비,028300,조선,False,8.43,-3.94,-101.01,-8.11,-199.66,-28.74,91.613
에이치엘비생명과학,067630,제약,False,39.24,11.49,-4.94,-258.45,-63.46,111.38,21.084
에이치엘비파워,043220,기계,False,9.1,8.28,7.99,-8.39,128,-24.97,83.010
에이치엘사이언스,239610,제약,False,46.34,11.49,15.75,-258.45,12.01,111.38,16.269
에이치엠씨제4호스팩,353070,창업투자,False,,,,,,,
에이치케이,044780,기계,False,-3.83,8.28,-1.41,-8.39,-142.23,-24.97,66.540
에이테크솔루션,071670,기계,False,-0.13,8.28,1.41,-8.39,60.54,-24.97,166.817
에이텍,045660,컴퓨터와 주변기기,False,2.1,7.43,6.21,-12.44,31.39,-50.84,20.834
에이텍티앤,224110,컴퓨터와 주변기기,False,52.57,7.43,2.39,-12.44,40.84,-50.84,53.720
에이티넘인베스트,021080,창업투자,False,17.42,22.75,19.6,3.1,24.7,27.81,5.543
에이티세미콘,089530,반도체와 반도체 장비,False,12.78,11.5,1.38,4.25,-18.95,16.95,297.948
에이팩트,200470,반도체와 반도체 장비,False,43.42,11.5,15.53,4.25,33.31,16.95,109.842
에이프런티어,036180,생명과학 도구 및 서비스,False,15.65,19.79,0.54,-2011.32,-5.26,48.37,328.394
에이프로,262260,전자장비와 기기,False,73.89,9.52,15.41,0.39,33.32,39.58,
에이프로젠 H&G,109960,제약,False,30.65,11.49,-11.16,-258.45,37.22,111.38,3.908
에이피티씨,089970,반도체와 반도체 장비,False,16.16,11.5,26.38,4.25,24.84,16.95,10.135
에치에프알,230240,통신장비,False,,,,,,,67.127
에코마이스터,064510,기계,False,-6.58,8.28,-56.09,-8.39,-3.12,-24.97,478.079
에코마케팅,230360,광고,False,88.44,17.36,32.65,15.59,14.81,18.07,27.554
에코바이오,038870,독립전력생산 및 에너지거래,False,-3.09,-3.09,-1.41,-1.41,19.09,18.43,20.846
에코캡,128540,자동차부품,False,-5.46,1.38,-9.93,-1.59,-8.31,34.78,81.287
에코프로,086520,화학,False,60.3,9.18,6.55,4.6,38.47,52.9,107.578
에코프로비엠,247540,전기제품,False,83.41,17.99,5.04,2.76,99.28,143.11,75.674
에코플라스틱,038110,자동차부품,False,3.62,1.38,-0.39,-1.59,-4.45,34.78,434.648
에프알텍,073540,통신장비,False,6.04,16.58,-3.5,-6.07,-45.59,-127.97,92.097
에프앤리퍼블릭,064090,화장품,False,-14.54,25.83,-84.13,-29.3,-0.76,62.6,210.451
에프에스티,036810,반도체와 반도체 장비,False,3.83,11.5,16.81,4.25,22.36,16.95,60.077
에프엔씨엔터,173940,방송과엔터테인먼트,False,-2.71,14.98,-5.84,-19.87,-14.23,-34.19,72.402
에프엔에스테크,083500,디스플레이장비 및 부품,False,-19.18,0.55,14.81,-4.96,7.7,84.62,70.153
엑사이엔씨,054940,반도체와 반도체 장비,False,14.45,11.5,1.67,4.25,28.83,16.95,133.533
엑세스바이오,950130,생명과학 도구 및 서비스,False,9.85,19.79,-0.35,-2011.32,-118.33,48.37,149.930
엑셈,205100,소프트웨어,False,7.74,9.35,23.23,2.33,16.14,165.38,19.768
엑스큐어,070300,핸드셋,False,-6.72,3.39,-7.75,-7.02,-72.58,102.62,8.450
엑시콘,092870,반도체와 반도체 장비,False,-5.37,11.5,-22.8,4.25,-241.29,16.95,38.819
엔바이오니아,317870,가정용 기기와 용품,False,20.8,5.66,0.41,1.63,141.02,17.25,39.849
엔브이에이치코리아,067570,자동차부품,False,13.2,1.38,2.91,-1.59,-7.78,34.78,334.454
엔시트론,101400,반도체와 반도체 장비,False,-36.03,11.5,-42.92,4.25,-3.45,16.95,94.037
엔에스,217820,전기제품,False,29.99,17.99,5.14,2.76,19.33,143.11,233.462
엔에스엔,031860,레저용 장비와 제품,False,20.81,-0.98,-42.36,-7.84,-9.78,-20.63,199.930
엔에이치스팩13호,310840,창업투자,False,,,,,,,
엔에이치스팩14호,319400,창업투자,False,,,,,,,
엔에이치스팩16호,353190,창업투자,False,,,,,,,
엔에이치스팩17호,359090,창업투자,False,,,,,,,
엔지스테크널러지,208860,소프트웨어,False,19.6,9.35,-32.5,2.33,-8.25,165.38,232.194
엔지켐생명과학,183490,제약,False,12.96,11.49,-47.97,-258.45,-52.68,111.38,14.790
엔케이맥스,182400,생명과학 도구 및 서비스,False,8.36,19.79,-393.31,-2011.32,-10.9,48.37,69.430
엔터메이트,206400,게임엔터테인먼트,False,-7.67,37.78,12.64,-22.21,-17.44,31.52,30.764
엔텔스,069410,IT서비스,False,2.18,9.32,3.69,-0.65,9.02,23.68,56.306
엔투텍,227950,반도체와 반도체 장비,False,38.7,11.5,-7.12,4.25,-13.16,16.95,260.947
엔피디,198080,핸드셋,False,27.84,3.39,4.33,-7.02,8.07,102.62,254.370
엔피케이,048830,화학,False,-1.2,9.18,-3.03,4.6,-12.67,52.9,89.830
엘디티,096870,디스플레이장비 및 부품,False,-3.05,0.55,-10.26,-4.96,-26.88,84.62,19.665
엘비세미콘,061970,반도체와 반도체 장비,False,42.24,11.5,9.77,4.25,18.9,16.95,152.829
엘아이에스,138690,디스플레이장비 및 부품,False,12.11,0.55,7.18,-4.96,12.4,84.62,420.771
엘앤씨바이오,290650,건강관리장비와 용품,False,35.1,16.26,27.4,-217.67,111,305.67,9.881
엘앤에프,066970,전기제품,False,7.85,17.99,0.42,2.76,-660.61,143.11,215.733
엘앤케이바이오,156100,건강관리장비와 용품,False,-9.21,16.26,-27.71,-217.67,-72.32,305.67,132.166
엘엠에스,073110,디스플레이장비 및 부품,False,12.86,0.55,-13.03,-4.96,-5.82,84.62,98.069
엘오티베큠,083310,반도체와 반도체 장비,False,6.59,11.5,5.34,4.25,24.59,16.95,65.969
엘이티,297890,디스플레이장비 및 부품,False,16.65,0.55,23.31,-4.96,15.51,84.62,
엘컴텍,037950,핸드셋,False,-11.04,3.39,-3.47,-7.02,-22.3,102.62,13.786
엘티씨,170920,디스플레이장비 및 부품,False,9.04,0.55,3.67,-4.96,65.13,84.62,87.819
엠게임,058630,게임엔터테인먼트,False,7.25,37.78,21.4,-22.21,10.5,31.52,21.408
엠벤처투자,019590,창업투자,False,28.62,22.75,-59.14,3.1,-73.94,27.81,
엠브레인,169330,IT서비스,False,11.04,9.32,11.23,-0.65,18.29,23.68,
엠씨넥스,097520,핸드셋,False,45.39,3.39,6.32,-7.02,9.12,102.62,112.222
엠아이텍,179290,건강관리장비와 용품,False,25.89,16.26,14,-217.67,25.06,305.67,18.753
엠에스씨,009780,식품,False,3.24,10.85,9.84,4.04,7.27,19.05,75.216
엠에스오토텍,123040,자동차부품,False,19.44,1.38,2.2,-1.59,-5.82,34.78,374.909
엠젠플러스,032790,컴퓨터와 주변기기,False,0.4,7.43,-5.34,-12.44,-8.64,-50.84,85.707
엠케이전자,033160,반도체와 반도체 장비,False,5.7,11.5,12.5,4.25,88.4,16.95,109.623
엠투아이,347890,전자장비와 기기,False,12.75,9.52,26.99,0.39,22.95,39.58,
엠투엔,033310,포장재,False,-2.24,5.6,-4.47,5.88,104.5,13.64,64.077
엠플러스,259630,전기제품,False,54.98,17.99,2.25,2.76,47.83,143.11,241.323
연우,115960,포장재,False,7.89,5.6,6.58,5.88,18.07,13.64,41.181
영림원소프트랩,060850,소프트웨어,False,14.53,9.35,11.24,2.33,28.47,165.38,
영신금속,007530,자동차부품,False,0.71,1.38,-0.8,-1.59,-17.44,34.78,217.495
영우디에스피,143540,디스플레이장비 및 부품,False,-11.76,0.55,12.01,-4.96,6.14,84.62,546.298
영풍정밀,036560,기계,False,7.36,8.28,11.44,-8.39,9.25,-24.97,17.799
영화테크,265560,자동차부품,False,-10.12,1.38,-7.21,-1.59,-51.54,34.78,23.522
예림당,036000,항공사,False,22.68,15.13,-48.04,-51.39,-1.95,-3.72,189.633
예선테크,250930,디스플레이장비 및 부품,False,33.07,0.55,6.6,-4.96,26.96,84.62,35.092
예스24,053280,인터넷과 카탈로그 소매,False,8.18,9.76,0.49,25.67,-36.34,21.19,272.407
예스티,122640,반도체와 반도체 장비,False,0.42,11.5,-29.96,4.25,-8.83,16.95,194.575
오가닉티코스메틱,900300,화장품,False,23.11,25.83,5.26,-29.3,3.34,62.6,9.210
오공,045060,화학,False,2.01,9.18,6.25,4.6,10.57,52.9,57.345
오디텍,080520,반도체와 반도체 장비,False,-9.25,11.5,3.65,4.25,46.18,16.95,5.939
오로라,039830,레저용 장비와 제품,False,3.08,-0.98,3.24,-7.84,-123.31,-20.63,136.253
오르비텍,046120,우주항공과 국방,False,21.53,14.15,-5.38,-5.6,-33.91,21.56,84.172
오리엔탈정공,014940,조선,False,-10.74,-3.94,13.41,-8.11,6.6,-28.74,397.943
오리엔트정공,065500,자동차부품,False,11.09,1.38,-6.73,-1.59,-11.87,34.78,109.202
오리콤,010470,광고,False,7.03,17.36,1.69,15.59,14.19,18.07,136.076
오상자이엘,053980,소프트웨어,False,6.9,9.35,-2.21,2.33,96.47,165.38,95.329
오성첨단소재,052420,디스플레이장비 및 부품,False,13.99,0.55,5.99,-4.96,14.07,84.62,30.870
오션브릿지,241790,반도체와 반도체 장비,False,29.38,11.5,17.42,4.25,12.03,16.95,19.245
오스코텍,039200,생물공학,False,7.12,29.47,-428.31,-688.98,-142.05,-67.3,33.159
오스테오닉,226400,건강관리장비와 용품,False,18.9,16.26,-1.62,-217.67,-15.07,305.67,80.674
오스템,031510,자동차부품,False,-9.64,1.38,-2.15,-1.59,-6.17,34.78,101.273
오스템임플란트,048260,건강관리장비와 용품,False,17.92,16.26,8.8,-217.67,-51.21,305.67,868.400
오이솔루션,138080,통신장비,False,38.17,16.58,15.93,-6.07,18.94,-127.97,32.345
오킨스전자,080580,반도체와 반도체 장비,False,15.32,11.5,3.4,4.25,147.83,16.95,111.194
오텍,067170,가정용 기기와 용품,False,10.3,5.66,1.4,1.63,81.1,17.25,182.928
오파스넷,173130,IT서비스,False,13.28,9.32,4.46,-0.65,62.92,23.68,271.891
오픈베이스,049480,IT서비스,False,0.18,9.32,0.13,-0.65,108.41,23.68,83.697
올리패스,244460,화장품,False,802.48,25.83,-917.25,-29.3,-5.87,62.6,191.280
올릭스,226950,생물공학,False,42.35,29.47,-1850.4,-688.98,-36.47,-67.3,8.132
옴니시스템,057540,전자장비와 기기,False,10.49,9.52,-3.47,0.39,6.51,39.58,42.438
옵트론텍,082210,전자장비와 기기,False,20.05,9.52,6.9,0.39,19.45,39.58,187.176
옵티시스,109080,통신장비,False,4.76,16.58,13.42,-6.07,13.4,-127.97,11.154
옵티팜,153710,제약,False,-1.71,11.49,-16.16,-258.45,-171.36,111.38,17.160
와이솔,122990,핸드셋,False,-5.27,3.39,23.33,-7.02,25.47,102.62,23.083
와이아이케이,232140,반도체와 반도체 장비,False,-9.6,11.5,-8.79,4.25,403.11,16.95,84.251
와이엔텍,067900,해운사,False,19.31,2.28,32.06,16.23,8.73,97.52,80.215
와이엠씨,155650,디스플레이장비 및 부품,False,10.8,0.55,2.4,-4.96,42.01,84.62,54.071
와이엠티,251370,전자장비와 기기,False,24.12,9.52,21.56,0.39,17.88,39.58,81.270
와이오엠,066430,화학,False,58.5,9.18,1.78,4.6,-2.11,52.9,172.483
와이제이엠게임즈,193250,핸드셋,False,-2.65,3.39,-0.29,-7.02,-10.12,102.62,26.342
와이즈버즈,273060,광고,False,,,,,,,
와이지-원,019210,기계,False,8.54,8.28,-2.18,-8.39,-10.81,-24.97,155.938
와이지엔터테인먼트,122870,방송과엔터테인먼트,False,-6.34,14.98,1.19,-19.87,-41.65,-34.19,22.455
와이팜,332570,핸드셋,False,80.73,3.39,9.54,-7.02,46.86,102.62,
와토스코리아,079000,건축제품,False,1.14,3.76,-2.58,-0.85,50.36,-52.33,4.596
우노앤컴퍼니,114630,"섬유, 의류, 신발, 호화품",False,2.85,5.16,4.03,-0.15,26.92,26.53,7.384
